Date,Open,High,Low,Close,Adj Close,Volume
2020-10-20,0.032338,0.032422,0.030925,0.030977,0.030977,1153172
2020-10-21,0.030971,0.030472,0.030983,0.030583,0.030583,1578432
2020-10-22,0.030529,0.031922,0.030583,0.031912,0.031912,1216488
2020-10-23,0.031934,0.032201,0.031608,0.031687,0.031687,1102438
2020-10-24,0.031687,0.031692,0.031625,0.031466,0.031466,930858
2020-10-25,0.031466,0.031384,0.031149,0.031173,0.031173,835704
2020-10-26,0.031173,0.031344,0.029882,0.030125,0.030125,1159113
2020-10-27,0.030125,0.029999,0.029788,0.029588,0.029588,1020962
2020-10-28,0.029588,0.029797,0.029287,0.029285,0.029285,1151090
2020-10-29,0.029285,0.029003,0.029303,0.028779,0.028779,961497
2020-10-30,0.028779,0.028726,0.028459,0.028260,0.028260,1010448
2020-10-31,0.028260,0.028018,0.028186,0.028052,0.028052,818298
2020-11-01,0.028052,0.028690,0.028262,0.028853,0.028853,762544
2020-11-02,0.028853,0.029203,0.028735,0.028276,0.028276,1032994
2020-11-03,0.028276,0.027899,0.027833,0.027785,0.027785,902382
2020-11-04,0.027785,0.028671,0.027791,0.028453,0.028453,1070213
2020-11-05,0.028453,0.026734,0.027624,0.026577,0.026577,991069
2020-11-06,0.026577,0.029220,0.026669,0.029213,0.029213,1075320
2020-11-07,0.029213,0.029654,0.029505,0.029373,0.029373,1272321
2020-11-08,0.029373,0.029276,0.029354,0.029300,0.029300,729503
2020-11-09,0.029301,0.029007,0.029194,0.028969,0.028969,893819
2020-11-10,0.028969,0.029404,0.028794,0.029408,0.029408,790691
2020-11-11,0.029408,0.029814,0.029399,0.029485,0.029485,896446
2020-11-12,0.029485,0.029018,0.028317,0.028324,0.028324,791168
2020-11-13,0.028324,0.029122,0.028232,0.029086,0.029086,808412
2020-11-14,0.029086,0.029120,0.028762,0.028637,0.028637,641769
2020-11-15,0.028637,0.028700,0.027816,0.028050,0.028050,646082
2020-11-16,0.028050,0.027582,0.028028,0.027521,0.027521,684603
2020-11-17,0.027788,0.027263,0.027808,0.027223,0.027223,827017
2020-11-18,0.027222,0.026995,0.026625,0.026931,0.026931,1004280
2020-11-19,0.026931,0.026799,0.026777,0.026471,0.026471,700110
2020-11-20,0.026471,0.027577,0.026471,0.027374,0.027374,1000463
2020-11-21,0.027374,0.029515,0.027175,0.029475,0.029475,1113445
2020-11-22,0.029475,0.031138,0.029054,0.030379,0.030379,1195811
2020-11-23,0.030379,0.033127,0.030622,0.033133,0.033133,1485086
2020-11-24,0.033137,0.033614,0.031043,0.031605,0.031605,1218464
2020-11-25,0.031606,0.031628,0.030118,0.030466,0.030466,1072409
2020-11-26,0.030457,0.030524,0.029659,0.030250,0.030250,1813579
2020-11-27,0.030268,0.030466,0.030018,0.030248,0.030248,983792
2020-11-28,0.030254,0.030717,0.030039,0.030379,0.030379,833657
2020-11-29,0.030381,0.031697,0.030289,0.031674,0.031674,826160
2020-11-30,0.031674,0.031247,0.031092,0.031328,0.031328,1033172
2020-12-01,0.031340,0.032006,0.030301,0.031236,0.031236,1445459
2020-12-02,0.031232,0.031325,0.031138,0.031162,0.031162,879288
2020-12-03,0.031168,0.031813,0.031049,0.031715,0.031715,830335
2020-12-04,0.031716,0.031740,0.030418,0.030447,0.030447,873679
2020-12-05,0.030447,0.031147,0.030254,0.031147,0.031147,704701
2020-12-06,0.031146,0.031441,0.030925,0.031114,0.031114,583656
2020-12-07,0.031108,0.031092,0.030924,0.030839,0.030839,558602
2020-12-08,0.030842,0.030947,0.030227,0.030283,0.030283,785918
2020-12-09,0.030282,0.031273,0.029603,0.030909,0.030909,854586
2020-12-10,0.030910,0.030986,0.030612,0.030642,0.030642,639069
2020-12-11,0.030642,0.030675,0.030491,0.030223,0.030223,614590
2020-12-12,0.030211,0.030316,0.030193,0.030237,0.030237,453878
2020-12-13,0.030239,0.030734,0.030065,0.030804,0.030804,473837
